图片路径,图片种类编号,图片种类名称,top-1-预测编号,top-1-预测名称,top-2-预测编号,top-2-预测名称,top-3-预测编号,top-3-预测名称,top-4-预测编号,top-4-预测名称,top-5-预测编号,top-5-预测名称,种类是否存在于预测top_5中(1/0),墨鱼-预测置信度,寄居蟹-预测置信度,射水鱼-预测置信度,小丑鱼-预测置信度,水母-预测置信度,河豚-预测置信度,海星-预测置信度,海洋生物大白鲨-预测置信度,海洋生物海马-预测置信度,海洋生物鲸鲨-预测置信度,海葵-预测置信度,海豹-预测置信度,海龟-预测置信度,狮子鱼-预测置信度,珊瑚-预测置信度,石头鱼-预测置信度,石斑鱼-预测置信度,章鱼-预测置信度,红尾鲶鱼-预测置信度,蓝吊鱼-预测置信度,蓝鲸-预测置信度,虎鲸-预测置信度,虾-预测置信度,螃蟹-预测置信度,螺类-预测置信度,金鱼-预测置信度,鲈鱼-预测置信度,鲟鱼-预测置信度,鲳鱼-预测置信度,鳄鱼-预测置信度,鳗鱼-预测置信度,黄尾副刺尾鱼-预测置信度,龙虾-预测置信度
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\25.jpg,6,海星,6,海星,25,金鱼,8,海洋生物海马,23,螃蟹,22,虾,True,1.073086e-13,1.04247554e-17,4.5416596e-26,9.925203e-17,3.595742e-16,8.114358e-16,1.0,3.3333285e-16,2.148234e-12,3.342491e-19,8.708003e-21,1.4882914e-15,1.2778839e-14,1.6095014e-17,3.2425393e-16,9.285916e-18,1.077746e-21,2.3981812e-14,6.352705e-15,1.1380398e-14,2.1789857e-20,7.430135e-20,5.2432695e-13,9.311622e-13,2.7146654e-15,2.407795e-08,1.995011e-14,5.564901e-17,3.274315e-13,3.261509e-15,1.771796e-17,3.020359e-18,8.814443e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\26.jpg,6,海星,6,海星,13,狮子鱼,19,蓝吊鱼,17,章鱼,12,海龟,True,1.6561161e-14,6.267544e-22,1.1979353e-22,4.9736246e-15,8.197224e-12,4.5082624e-17,1.0,6.659027e-11,1.7575765e-12,9.428461e-14,2.3615262e-19,1.5023882e-13,2.2726886e-10,6.76533e-09,1.464626e-14,3.2559571e-12,1.2070938e-18,4.992544e-09,2.0449155e-12,5.3310636e-09,7.310357e-15,1.1586455e-14,6.5491065e-17,6.981438e-18,6.7155452e-18,2.096768e-10,1.306798e-19,4.129178e-17,8.922261e-22,2.1174189e-16,3.344132e-14,6.028366e-12,1.6126496e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\27.jpg,6,海星,6,海星,8,海洋生物海马,25,金鱼,12,海龟,23,螃蟹,True,4.1067403e-11,1.0236327e-13,6.223768e-20,3.1244528e-14,3.578234e-15,5.204061e-13,0.9999975,4.8717152e-11,2.5360819e-06,1.1439222e-13,1.5592041e-18,2.0070382e-12,9.311635e-09,1.8843823e-14,9.090201e-14,1.28304e-12,1.2406126e-13,4.4436924e-10,2.531966e-12,2.065952e-11,5.1325464e-16,3.4726045e-15,1.5352188e-10,3.013989e-09,7.78248e-12,3.500213e-08,5.821612e-11,2.2064013e-10,7.3824835e-12,2.3247404e-11,2.2695684e-10,3.8717117e-14,2.4812266e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\28.jpg,6,海星,6,海星,8,海洋生物海马,0,墨鱼,13,狮子鱼,22,虾,True,4.5853425e-16,6.1652534e-27,2.7806558e-36,4.6854135e-27,2.9537646e-22,7.255835e-26,1.0,3.105383e-22,6.615398e-16,4.755171e-19,8.7628595e-27,4.0525587e-24,6.4392367e-18,3.5059808e-16,5.2028895e-18,7.6699595e-23,3.808325e-21,6.771715e-22,2.8242665e-25,2.0069707e-19,1.4156403e-26,1.4519338e-26,3.5663154e-17,3.5488168e-20,2.992559e-18,1.5542851e-18,1.00537654e-25,3.7493464e-25,1.1960044e-21,9.025294e-23,1.9309393e-19,2.1031638e-22,3.311755e-17
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\3.jpg,6,海星,6,海星,12,海龟,8,海洋生物海马,13,狮子鱼,29,鳄鱼,True,8.4196835e-17,1.022563e-15,5.671887e-25,2.498579e-22,5.0679607e-18,3.1456505e-19,1.0,9.963335e-23,5.5574507e-11,3.6040392e-22,5.8993235e-22,5.191453e-17,3.50549e-10,7.740339e-12,1.8038124e-12,6.241682e-14,5.618092e-19,9.612184e-14,2.385387e-16,2.7069316e-14,6.765991e-27,8.413911e-23,1.9415637e-12,4.5130634e-13,1.8372829e-15,7.5434166e-16,1.2267578e-18,5.5325924e-20,1.139343e-14,2.5120335e-12,1.07868765e-14,9.73073e-20,1.5816022e-16
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\4.jpg,6,海星,6,海星,8,海洋生物海马,12,海龟,17,章鱼,25,金鱼,True,3.5682788e-15,8.254542e-15,2.2691946e-20,2.554213e-15,3.5003164e-15,6.192259e-14,1.0,4.5839083e-16,2.0085828e-08,5.3504888e-17,1.676643e-20,2.2653744e-14,5.0774465e-09,4.3119242e-14,9.4602295e-12,3.4478324e-14,1.7168776e-17,3.209533e-09,7.537376e-12,6.939583e-13,1.7485624e-19,3.52052e-17,2.120249e-15,7.5068025e-12,1.0615915e-14,9.500636e-10,1.5188326e-15,3.254597e-16,3.5146284e-14,1.2123438e-13,3.0202905e-14,1.6536405e-15,1.5010575e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\5.jpg,6,海星,6,海星,24,螺类,17,章鱼,1,寄居蟹,26,鲈鱼,True,1.02898357e-10,2.37139e-08,2.1169833e-17,3.0356143e-14,2.9492137e-10,8.1525384e-13,0.99998546,1.4301392e-11,9.14199e-11,4.5791925e-16,6.033393e-17,4.5892445e-10,3.552572e-12,2.3672237e-15,7.8052576e-10,9.08051e-10,2.0439547e-15,2.4855368e-08,2.8285274e-10,9.202184e-12,9.256546e-15,8.717385e-13,1.7415062e-09,1.2733261e-09,1.4483076e-05,3.0908691e-09,2.2107285e-08,1.0864024e-14,4.4176973e-09,4.812329e-11,2.677983e-12,3.0015505e-16,1.07183895e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\6.jpg,6,海星,6,海星,8,海洋生物海马,32,龙虾,25,金鱼,12,海龟,True,4.0256386e-14,3.9824503e-22,4.063586e-29,1.4105068e-21,1.334504e-21,1.1077664e-20,1.0,9.027451e-18,8.155387e-11,6.809682e-17,2.6618206e-25,4.4995125e-19,1.207044e-13,1.2384345e-15,1.3861695e-18,5.524939e-19,1.00677813e-16,2.959152e-17,1.6650238e-20,7.513287e-17,1.6139354e-23,3.7982398e-22,2.296929e-16,1.5963984e-16,1.1021548e-15,1.3769712e-13,6.0679354e-19,3.2378763e-18,7.9760296e-19,2.085672e-17,1.9040248e-16,6.457605e-20,3.9292603e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\7.jpg,6,海星,18,红尾鲶鱼,6,海星,17,章鱼,23,螃蟹,12,海龟,True,7.32095e-10,1.8416639e-08,5.188102e-07,4.9360446e-05,1.1370865e-11,5.742738e-07,0.14560169,2.6320834e-10,0.0036568593,2.297555e-12,7.47685e-08,2.543008e-07,0.008453179,0.00013397561,0.0010462704,1.7744433e-06,9.768392e-05,0.06129226,0.74829406,0.003058582,5.1760674e-13,7.829547e-08,3.474403e-10,0.022410665,9.573239e-08,3.4669512e-05,3.964018e-11,9.966719e-07,1.3890511e-07,0.0058452357,7.565018e-07,1.2466643e-05,7.731506e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\8.jpg,6,海星,6,海星,25,金鱼,7,海洋生物大白鲨,32,龙虾,8,海洋生物海马,True,4.6411694e-11,5.2872478e-14,1.3182522e-19,1.3423203e-08,4.398892e-11,2.2492648e-14,0.99997973,7.0349563e-07,2.767764e-07,1.3403949e-14,5.951093e-17,1.2594644e-12,1.281204e-10,1.3373064e-12,2.2440457e-14,6.646425e-13,4.0675275e-18,1.4748889e-08,2.5055635e-10,2.2809297e-09,2.0491163e-10,3.3886827e-10,1.0420294e-09,1.4273228e-09,2.661317e-12,1.8961977e-05,1.692095e-11,1.8601762e-11,3.4097373e-12,1.0767716e-12,2.8894195e-10,1.6113342e-12,3.2189922e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\9.jpg,6,海星,6,海星,23,螃蟹,14,珊瑚,17,章鱼,22,虾,True,1.2085916e-10,1.2471162e-13,8.943388e-22,1.8464353e-18,1.716728e-12,4.3512959e-16,1.0,2.3021507e-14,3.9689575e-12,5.736715e-16,7.0913593e-16,1.8882306e-13,1.0825849e-11,1.119593e-14,3.8823504e-09,6.982235e-11,8.6886234e-14,8.8069024e-10,8.154442e-14,2.9110267e-12,1.6599092e-16,3.136236e-17,2.718289e-10,4.656653e-09,5.3714255e-11,2.162193e-13,1.3492883e-12,1.7374676e-16,1.3310873e-10,1.2714098e-10,1.0545861e-11,1.7131306e-15,1.04273625e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\0.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,11,海豹,26,鲈鱼,21,虎鲸,25,金鱼,True,4.5021565e-07,5.67231e-09,4.9278316e-07,4.3578652e-08,4.975204e-05,4.596288e-06,2.762387e-05,0.6550532,9.111019e-06,1.2231119e-06,3.3202086e-14,0.3296326,5.455843e-06,7.597502e-09,3.9789086e-08,9.322695e-08,1.4970445e-09,5.2848416e-05,3.6226097e-06,2.840244e-07,1.7952214e-06,0.0054983487,2.0345325e-07,6.160413e-07,1.6485606e-07,0.000886111,0.008492691,9.801141e-06,5.7976044e-06,1.0563484e-07,0.00025298045,9.947381e-06,1.8068689e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\1.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,4,水母,11,海豹,18,红尾鲶鱼,5,河豚,True,1.2302788e-06,6.278234e-07,7.600063e-05,5.6678675e-07,0.017873239,0.0017785506,4.643659e-05,0.9578426,1.3397838e-05,0.00012038787,1.1675041e-09,0.014816924,4.5625084e-06,1.538084e-05,1.34029515e-05,3.1868517e-06,5.9653255e-10,3.7337477e-07,0.0038932443,6.8629284e-05,0.00075156905,0.0003526277,1.1724113e-05,1.0165721e-06,1.0963174e-08,0.00044000326,0.00043371576,0.0007228151,0.00050112506,1.0303694e-06,0.00021260636,3.0035935e-06,9.857565e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\10.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,27,鲟鱼,20,蓝鲸,18,红尾鲶鱼,11,海豹,True,3.1862705e-15,3.3501283e-16,2.500034e-09,7.2240594e-14,8.988182e-08,1.2115176e-10,2.6770084e-09,0.99990034,4.860348e-10,1.5971115e-07,4.4437286e-13,5.5470737e-06,1.4873654e-06,5.59566e-09,3.583525e-07,6.497182e-10,5.886496e-11,4.8707633e-09,7.591979e-06,7.2994766e-10,2.6457577e-05,6.6987276e-08,8.217473e-13,1.2870686e-10,1.2540658e-14,1.9904862e-11,2.4272474e-12,5.7844845e-05,2.754054e-12,9.062509e-09,4.161618e-09,1.5549436e-09,2.019394e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\11.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,32,龙虾,30,鳗鱼,8,海洋生物海马,6,海星,True,5.3845762e-14,9.902518e-15,5.335525e-10,3.0320468e-10,2.2093706e-10,1.4155211e-11,2.5480367e-06,0.99995005,4.8693223e-06,1.098573e-09,4.112977e-13,2.9129726e-10,3.2586327e-09,4.9422966e-10,8.991124e-10,1.2792566e-10,3.289519e-09,8.824459e-09,3.6077775e-08,6.9792834e-09,5.0782223e-08,7.772822e-07,1.7757611e-09,2.89831e-07,9.854774e-11,1.0187719e-08,6.80235e-08,6.877354e-07,6.3297023e-10,1.0746374e-07,1.9419127e-05,1.1020353e-10,2.104335e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\12.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,21,虎鲸,27,鲟鱼,29,鳄鱼,30,鳗鱼,True,3.086328e-11,4.9396296e-11,6.758061e-08,2.4739452e-10,4.7371762e-07,8.2763435e-08,1.6533361e-10,0.99929655,6.92862e-09,2.3776252e-06,3.504813e-11,5.163762e-06,1.4602179e-08,2.1540063e-09,2.0049097e-07,1.9834262e-08,1.9615689e-07,9.600447e-09,1.24081125e-05,1.6248598e-09,3.0262464e-07,0.0006262622,9.663124e-10,3.058089e-08,8.272342e-10,8.9933625e-09,1.821736e-09,2.2751105e-05,1.0561258e-08,1.6093241e-05,1.5608864e-05,1.4521012e-06,3.971177e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\13.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,20,蓝鲸,11,海豹,17,章鱼,9,海洋生物鲸鲨,True,3.0759855e-07,6.875677e-06,5.7276788e-09,2.2480378e-08,0.002538669,1.7357282e-06,8.627189e-06,0.70537186,2.2704312e-07,0.0067799366,1.2722902e-09,0.008195635,0.0025700433,6.908831e-06,0.004678092,1.3940632e-05,7.776762e-06,0.0080438,0.00036938084,3.908136e-09,0.25810888,0.0015330601,3.623776e-08,3.152885e-07,6.0805073e-06,4.1994313e-06,1.9920085e-06,0.0013302334,1.0124399e-05,0.00024443088,1.8226614e-05,0.00014850436,8.664582e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\14.jpg,7,海洋生物大白鲨,20,蓝鲸,7,海洋生物大白鲨,4,水母,13,狮子鱼,21,虎鲸,True,2.9606714e-12,4.831373e-14,7.1781306e-14,2.9007222e-12,2.2105314e-05,3.4507477e-13,2.6096508e-08,0.14015876,3.2848668e-09,1.0936898e-06,6.8398163e-09,5.100756e-07,3.1103195e-07,9.1972015e-06,1.0653937e-06,2.6963896e-09,4.111697e-10,4.468085e-10,3.0216352e-08,1.836609e-08,0.8598056,1.1371121e-06,2.7329847e-10,3.3836705e-12,4.8101582e-11,1.2294879e-08,2.1468192e-13,9.987089e-09,2.8448125e-12,5.006945e-08,1.7514645e-09,9.159728e-08,5.8831634e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\15.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,9,海洋生物鲸鲨,27,鲟鱼,29,鳄鱼,14,珊瑚,True,9.261961e-06,3.1852446e-10,1.1467273e-08,9.739275e-10,0.00014441244,7.257071e-06,5.8937352e-05,0.89962035,1.1196435e-06,0.08547075,1.3938215e-06,7.735032e-05,3.226871e-05,8.8085716e-07,0.00074654154,5.190005e-05,0.00012348505,7.017647e-06,0.0006577113,2.837359e-05,2.5416417e-05,4.285196e-05,2.9232416e-07,1.6026416e-07,2.0350408e-06,1.7993063e-08,5.237806e-06,0.009554072,3.931651e-08,0.0025182818,0.00071914494,5.412487e-05,3.93881e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\16.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,14,珊瑚,18,红尾鲶鱼,11,海豹,21,虎鲸,True,3.2762678e-11,1.3035281e-10,9.5009136e-07,6.570265e-13,6.5940564e-09,1.090251e-09,5.417695e-08,0.9987306,3.2681538e-11,1.5567667e-09,1.5854103e-13,8.226494e-06,3.262865e-08,2.083451e-12,0.00092013733,2.8018408e-09,1.02232924e-07,9.164905e-08,0.0003276067,1.6539462e-12,1.7751481e-06,7.926173e-06,1.8129817e-11,6.025849e-08,6.35122e-10,1.8547093e-10,5.14664e-07,1.5163822e-06,7.426894e-08,2.2177768e-07,1.2069665e-08,4.5328026e-09,3.425672e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\17.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,28,鲳鱼,26,鲈鱼,27,鲟鱼,11,海豹,True,7.914724e-10,3.5110057e-10,2.2828367e-08,7.712361e-11,7.136508e-08,1.17091075e-08,3.7411675e-07,0.9958568,3.381617e-07,2.9062617e-09,1.380688e-13,1.8072533e-05,1.4118331e-08,1.2986448e-10,3.9286238e-10,3.1677275e-10,3.672881e-11,3.895164e-08,1.6442655e-08,6.9735817e-09,2.8214015e-06,2.448908e-07,2.9948956e-07,1.3210696e-06,1.4892708e-09,2.6872607e-07,0.00048674838,3.974439e-05,0.003583727,6.151045e-08,9.008814e-06,5.652483e-10,1.5866394e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\18.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,11,海豹,21,虎鲸,2,射水鱼,4,水母,True,5.758059e-11,3.30162e-12,0.00023808592,2.6196583e-09,0.00013660944,4.682486e-06,3.942721e-08,0.9977209,6.618268e-06,4.7020013e-08,1.3488774e-10,0.0012579478,0.00011277273,1.6868908e-05,6.555332e-08,6.608709e-09,7.1179304e-12,8.5634977e-10,2.2817949e-05,2.0860407e-06,1.8382148e-07,0.0004468725,1.2404732e-09,4.9328083e-08,1.9095141e-10,1.626124e-05,5.9006346e-08,1.6395312e-05,7.009102e-08,9.273935e-09,9.9799905e-08,4.8080665e-07,8.882195e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\19.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,12,海龟,20,蓝鲸,27,鲟鱼,11,海豹,True,8.6647235e-12,1.0590777e-15,1.3931542e-11,5.4512574e-13,1.6399191e-07,3.7214554e-10,5.038955e-09,0.9989502,4.387048e-09,1.4929853e-05,2.1741685e-11,0.00014496445,0.00034076246,2.416945e-07,2.2762291e-05,4.2281286e-08,7.027391e-09,1.9349302e-07,4.964833e-07,2.8562697e-09,0.00032402083,2.5469508e-06,7.855969e-12,1.7908955e-09,3.1649444e-13,4.0997114e-10,7.9820845e-13,0.0001984909,1.2835481e-12,1.279417e-07,2.2429521e-08,1.9733925e-07,4.910033e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\2.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,14,珊瑚,18,红尾鲶鱼,11,海豹,21,虎鲸,True,3.2762678e-11,1.3035281e-10,9.5009136e-07,6.570265e-13,6.5940564e-09,1.090251e-09,5.417695e-08,0.9987306,3.2681538e-11,1.5567667e-09,1.5854103e-13,8.226494e-06,3.262865e-08,2.083451e-12,0.00092013733,2.8018408e-09,1.02232924e-07,9.164905e-08,0.0003276067,1.6539462e-12,1.7751481e-06,7.926173e-06,1.8129817e-11,6.025849e-08,6.35122e-10,1.8547093e-10,5.14664e-07,1.5163822e-06,7.426894e-08,2.2177768e-07,1.2069665e-08,4.5328026e-09,3.425672e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\20.jpg,7,海洋生物大白鲨,27,鲟鱼,7,海洋生物大白鲨,11,海豹,20,蓝鲸,30,鳗鱼,True,1.02463034e-07,4.865364e-09,2.0880751e-08,4.4621537e-10,0.0010628283,2.118559e-05,3.7899324e-06,0.31950018,2.5609263e-06,0.009935303,4.932434e-09,0.14707741,0.012015998,4.279519e-06,2.1099322e-06,0.0003566647,3.9926366e-05,4.004996e-07,0.0040274514,1.26316745e-05,0.10801041,0.0011609112,4.9792643e-06,2.0409736e-06,2.4833755e-08,3.346855e-05,3.1603017e-06,0.33592626,1.5332059e-06,0.018735694,0.042044006,1.4167436e-05,4.5094617e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\21.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,30,鳗鱼,27,鲟鱼,18,红尾鲶鱼,11,海豹,True,2.4512563e-09,8.442647e-11,2.2330608e-09,2.8079904e-12,7.461824e-09,2.389025e-06,3.9355696e-06,0.9784953,2.0263184e-09,2.5591112e-07,1.5021492e-12,0.0005159579,3.619911e-05,2.813381e-10,4.5110642e-08,6.2850984e-07,1.3042664e-08,3.6460168e-07,0.004445668,2.129212e-10,3.3312645e-07,0.00022448617,1.9632834e-08,3.9512674e-06,2.1501902e-09,2.866319e-06,9.667149e-06,0.00588984,1.7533768e-07,8.799489e-06,0.0103589725,1.47821755e-08,4.0596348e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\22.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,26,鲈鱼,2,射水鱼,23,螃蟹,28,鲳鱼,True,7.1004235e-15,5.2151496e-16,3.9227834e-07,3.9830837e-11,3.7428793e-12,8.27829e-12,5.3228328e-11,0.9999989,4.980923e-10,3.170327e-14,3.398056e-17,2.8629192e-09,4.0486776e-12,1.2512368e-13,1.9903473e-12,1.0942741e-14,1.4299879e-13,1.378233e-10,3.1202861e-12,1.8495125e-12,8.844558e-12,6.2538075e-10,1.02597354e-10,1.3806927e-07,7.3541264e-14,4.8036727e-11,5.7641e-07,9.598526e-10,1.38592915e-08,9.0800127e-13,4.0710293e-10,2.3571883e-13,3.0749353e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\23.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,27,鲟鱼,4,水母,20,蓝鲸,30,鳗鱼,True,3.2010437e-06,3.3670415e-09,3.8185903e-09,1.8560471e-10,0.0054986873,2.3955556e-08,1.8437106e-06,0.7464897,8.144159e-07,0.000461667,3.0033922e-09,0.0007147397,0.0005241645,5.7082116e-07,0.00015160946,6.236202e-05,5.622002e-07,9.560978e-05,0.0006316472,6.186592e-07,0.0021721167,0.00046724398,1.353238e-07,1.4000652e-07,1.0833935e-06,2.9661038e-07,8.75166e-07,0.24177025,1.2120877e-07,8.49769e-06,0.0009230712,1.8236904e-05,1.6401836e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\24.jpg,7,海洋生物大白鲨,20,蓝鲸,27,鲟鱼,7,海洋生物大白鲨,18,红尾鲶鱼,9,海洋生物鲸鲨,True,1.7335882e-06,6.971129e-05,2.237332e-06,2.328043e-05,0.005815472,8.8015404e-05,2.1132482e-05,0.036360458,4.1032035e-05,0.011662322,1.9332924e-07,0.011325664,8.883203e-05,5.1780684e-05,0.0005063816,0.0015594047,9.051866e-06,0.0003070625,0.01768754,2.8481969e-05,0.8752475,0.0003334222,1.3366422e-06,1.0578033e-05,0.000110126646,9.036988e-06,0.00013384357,0.0372236,1.8932451e-05,0.0010451346,7.242325e-05,0.00014144318,2.9450991e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\25.jpg,7,海洋生物大白鲨,29,鳄鱼,7,海洋生物大白鲨,21,虎鲸,27,鲟鱼,11,海豹,True,5.968995e-05,6.2992353e-06,2.987057e-10,2.5127397e-11,0.001330476,2.1141268e-08,6.079184e-08,0.28898585,1.1477364e-06,0.001828034,7.2862005e-09,0.0054295794,3.858735e-05,5.634084e-07,1.526269e-05,0.00044613756,0.0006024297,5.6783597e-07,2.7402155e-06,4.6031065e-08,0.00040783972,0.21296442,1.8558342e-07,5.0886357e-09,0.0012018881,4.782739e-05,2.495599e-06,0.006839736,4.5197197e-07,0.47976047,4.0067098e-07,1.063858e-06,2.5730616e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\26.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,21,虎鲸,27,鲟鱼,29,鳄鱼,30,鳗鱼,True,3.086328e-11,4.9396296e-11,6.758061e-08,2.4739452e-10,4.7371762e-07,8.2763435e-08,1.6533361e-10,0.99929655,6.92862e-09,2.3776252e-06,3.504813e-11,5.163762e-06,1.4602179e-08,2.1540063e-09,2.0049097e-07,1.9834262e-08,1.9615689e-07,9.600447e-09,1.24081125e-05,1.6248598e-09,3.0262464e-07,0.0006262622,9.663124e-10,3.058089e-08,8.272342e-10,8.9933625e-09,1.821736e-09,2.2751105e-05,1.0561258e-08,1.6093241e-05,1.5608864e-05,1.4521012e-06,3.971177e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\27.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,14,珊瑚,18,红尾鲶鱼,11,海豹,21,虎鲸,True,3.2762678e-11,1.3035281e-10,9.5009136e-07,6.570265e-13,6.5940564e-09,1.090251e-09,5.417695e-08,0.9987306,3.2681538e-11,1.5567667e-09,1.5854103e-13,8.226494e-06,3.262865e-08,2.083451e-12,0.00092013733,2.8018408e-09,1.02232924e-07,9.164905e-08,0.0003276067,1.6539462e-12,1.7751481e-06,7.926173e-06,1.8129817e-11,6.025849e-08,6.35122e-10,1.8547093e-10,5.14664e-07,1.5163822e-06,7.426894e-08,2.2177768e-07,1.2069665e-08,4.5328026e-09,3.425672e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\28.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,27,鲟鱼,20,蓝鲸,4,水母,21,虎鲸,True,8.727289e-07,4.8659826e-10,9.158501e-10,2.0232734e-10,0.003988505,1.8208262e-09,1.9458353e-08,0.9404998,8.436274e-06,9.6591146e-05,1.6432452e-09,0.00012602474,0.00019422222,1.2592081e-06,7.477864e-05,6.117727e-06,1.8320481e-08,0.00012113108,2.5497277e-06,2.3708566e-07,0.027012259,0.00050339644,1.3526724e-08,1.4876302e-08,3.2866065e-08,4.4617203e-09,1.8825064e-09,0.027331121,3.093389e-07,2.3241453e-06,7.118351e-06,2.28319e-05,4.9275712e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\29.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,21,虎鲸,27,鲟鱼,29,鳄鱼,30,鳗鱼,True,3.086328e-11,4.9396296e-11,6.758061e-08,2.4739452e-10,4.7371762e-07,8.2763435e-08,1.6533361e-10,0.99929655,6.92862e-09,2.3776252e-06,3.504813e-11,5.163762e-06,1.4602179e-08,2.1540063e-09,2.0049097e-07,1.9834262e-08,1.9615689e-07,9.600447e-09,1.24081125e-05,1.6248598e-09,3.0262464e-07,0.0006262622,9.663124e-10,3.058089e-08,8.272342e-10,8.9933625e-09,1.821736e-09,2.2751105e-05,1.0561258e-08,1.6093241e-05,1.5608864e-05,1.4521012e-06,3.971177e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\3.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,11,海豹,26,鲈鱼,30,鳗鱼,21,虎鲸,True,7.0698194e-15,3.1592718e-17,2.0186484e-08,6.1815835e-12,1.2358199e-11,2.563977e-09,1.7563263e-08,0.99999774,9.688518e-09,3.37754e-11,4.4526855e-18,1.4198106e-06,1.5599724e-10,3.5802044e-13,2.5069781e-12,2.9999663e-13,9.29215e-14,4.4636855e-12,5.743749e-10,5.3420903e-11,2.5640138e-11,7.631709e-08,3.2376502e-12,2.3430167e-09,1.9143131e-14,8.5001806e-10,5.628786e-07,4.2231516e-08,5.6550938e-08,1.0308639e-11,9.282896e-08,2.3347881e-11,9.6217105e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\4.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,28,鲳鱼,26,鲈鱼,23,螃蟹,32,龙虾,True,1.3564522e-12,7.249547e-14,1.8629974e-12,2.2498447e-13,3.0743936e-09,2.9655228e-12,1.0816624e-08,0.9998822,7.2037483e-09,1.9105825e-11,1.6737654e-12,2.594262e-09,1.5539504e-11,1.8964844e-11,1.8626371e-10,1.8671658e-13,1.6846913e-11,2.8008248e-10,2.0879713e-12,1.1002725e-09,5.1534375e-08,4.056023e-10,4.1394344e-08,1.8829343e-07,1.2784074e-12,6.2011385e-10,2.4708606e-07,6.1103376e-09,0.00011707926,4.2568463e-08,1.3902469e-08,5.123307e-13,8.2819525e-08
