图片路径,图片种类编号,图片种类名称,top-1-预测编号,top-1-预测名称,top-2-预测编号,top-2-预测名称,top-3-预测编号,top-3-预测名称,top-4-预测编号,top-4-预测名称,top-5-预测编号,top-5-预测名称,种类是否存在于预测top_5中(1/0),墨鱼-预测置信度,寄居蟹-预测置信度,射水鱼-预测置信度,小丑鱼-预测置信度,水母-预测置信度,河豚-预测置信度,海星-预测置信度,海洋生物大白鲨-预测置信度,海洋生物海马-预测置信度,海洋生物鲸鲨-预测置信度,海葵-预测置信度,海豹-预测置信度,海龟-预测置信度,狮子鱼-预测置信度,珊瑚-预测置信度,石头鱼-预测置信度,石斑鱼-预测置信度,章鱼-预测置信度,红尾鲶鱼-预测置信度,蓝吊鱼-预测置信度,蓝鲸-预测置信度,虎鲸-预测置信度,虾-预测置信度,螃蟹-预测置信度,螺类-预测置信度,金鱼-预测置信度,鲈鱼-预测置信度,鲟鱼-预测置信度,鲳鱼-预测置信度,鳄鱼-预测置信度,鳗鱼-预测置信度,黄尾副刺尾鱼-预测置信度,龙虾-预测置信度
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\17.jpg,6,海星,6,海星,24,螺类,25,金鱼,3,小丑鱼,8,海洋生物海马,True,6.3597334e-08,2.1219367e-10,1.1889725e-19,1.6993951e-07,1.4905902e-10,7.5390817e-13,0.9999691,3.2178355e-14,9.477873e-08,2.614219e-12,1.0999331e-14,1.2563153e-08,1.4667035e-09,1.6683742e-12,7.4563944e-13,1.1184496e-12,9.490281e-12,1.3313745e-09,1.7221936e-13,1.662642e-10,2.798437e-13,1.0474401e-13,1.0355497e-08,2.716259e-08,1.639003e-05,1.4152149e-05,9.0488915e-11,2.3479062e-13,4.0093946e-09,1.6588115e-11,6.9857786e-10,8.733977e-11,1.8113563e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\18.jpg,6,海星,6,海星,8,海洋生物海马,22,虾,24,螺类,28,鲳鱼,True,7.8191486e-05,8.696203e-07,7.940387e-15,5.9128555e-09,1.1515973e-06,2.8860743e-09,0.99763536,7.1239825e-10,0.0017108145,2.9492145e-11,9.061291e-11,3.262958e-07,1.0826583e-08,2.12595e-11,1.3579164e-08,1.8554426e-08,3.3887837e-13,3.199667e-05,1.969738e-10,1.2938583e-08,1.3058611e-11,2.6512217e-12,0.00027004647,7.123477e-07,0.00015968733,2.1589784e-05,7.143573e-07,1.1650207e-10,8.802707e-05,1.6815012e-08,3.2135594e-07,2.4534288e-09,1.8970092e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\19.jpg,6,海星,6,海星,24,螺类,1,寄居蟹,23,螃蟹,17,章鱼,True,4.0179004e-14,3.0575186e-06,8.971788e-22,7.588539e-14,1.3242721e-12,7.001724e-14,0.9999776,4.3000392e-19,3.173704e-09,4.4192774e-18,6.244757e-14,1.3566141e-10,2.8771333e-10,1.3096073e-13,1.3101946e-09,1.570829e-11,1.34717905e-14,1.132183e-08,1.3977312e-12,4.4939614e-17,6.398168e-21,4.0121713e-22,6.7069926e-12,1.4062478e-07,1.9147361e-05,6.919225e-15,1.8130027e-19,3.8019063e-16,1.3530968e-10,4.387709e-09,6.635986e-09,3.6895353e-15,1.5555991e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\2.jpg,6,海星,6,海星,24,螺类,23,螃蟹,25,金鱼,28,鲳鱼,True,9.470306e-09,1.0802229e-09,1.4038148e-20,1.0423573e-09,4.08149e-12,1.246377e-10,0.99996257,1.6099148e-16,3.727832e-08,4.6157484e-13,1.00254275e-11,6.721809e-09,4.508957e-08,1.0122707e-08,2.0215422e-10,4.724223e-10,4.148776e-09,3.7009883e-08,4.67954e-12,1.3515464e-11,7.572588e-19,5.6316036e-15,3.4360204e-09,5.133761e-07,3.651686e-05,1.0508342e-07,1.1507008e-13,6.732262e-14,7.282513e-08,1.29633495e-08,1.1655338e-09,1.4635473e-09,5.003425e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\20.jpg,6,海星,6,海星,24,螺类,8,海洋生物海马,22,虾,23,螃蟹,True,2.6419782e-08,9.486414e-10,7.9708946e-20,1.0441418e-11,1.0235253e-13,2.5168634e-14,0.99999356,2.736221e-15,1.5157391e-06,1.5432883e-15,3.6520503e-16,1.0438976e-09,5.8582045e-10,3.9331917e-14,7.242645e-13,1.9473527e-11,4.4466186e-13,1.485573e-08,3.652054e-14,2.747444e-11,6.980598e-17,1.3931647e-16,2.3778964e-07,8.635247e-08,4.456356e-06,4.0748707e-09,3.5519254e-11,5.2149105e-13,6.374279e-08,1.15322994e-10,1.8245522e-08,2.0851628e-12,1.4414822e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\21.jpg,6,海星,6,海星,24,螺类,16,石斑鱼,0,墨鱼,25,金鱼,True,3.9077848e-05,7.937147e-08,1.10566195e-16,2.200776e-09,2.0195779e-11,3.4865092e-08,0.99958426,7.209523e-15,5.362727e-10,8.343136e-11,1.8974035e-10,1.6366776e-07,5.530418e-09,1.5363393e-07,1.8589043e-08,1.01359525e-08,3.9529852e-05,8.3316305e-09,2.4570363e-12,2.6027804e-09,4.529806e-19,3.7970383e-14,6.1227034e-08,1.12729e-06,0.00033355528,1.6352666e-06,1.0149369e-10,8.020718e-14,8.8122725e-08,1.2387443e-07,1.3287745e-09,1.6450393e-08,1.2890555e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\22.jpg,6,海星,6,海星,24,螺类,23,螃蟹,25,金鱼,28,鲳鱼,True,9.470306e-09,1.0802229e-09,1.4038148e-20,1.0423573e-09,4.08149e-12,1.246377e-10,0.99996257,1.6099148e-16,3.727832e-08,4.6157484e-13,1.00254275e-11,6.721809e-09,4.508957e-08,1.0122707e-08,2.0215422e-10,4.724223e-10,4.148776e-09,3.7009883e-08,4.67954e-12,1.3515464e-11,7.572588e-19,5.6316036e-15,3.4360204e-09,5.133761e-07,3.651686e-05,1.0508342e-07,1.1507008e-13,6.732262e-14,7.282513e-08,1.29633495e-08,1.1655338e-09,1.4635473e-09,5.003425e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\23.jpg,6,海星,6,海星,24,螺类,0,墨鱼,22,虾,16,石斑鱼,True,2.0594074e-08,3.5721287e-11,2.851984e-25,2.0622184e-15,3.0854667e-13,4.0380567e-16,0.9996917,5.5747127e-20,1.7704496e-13,3.3920853e-13,1.1274269e-16,5.443312e-12,4.946926e-16,1.2762686e-12,1.9247524e-15,8.0319825e-16,1.14894365e-10,2.061007e-15,1.0599536e-21,1.1459473e-14,4.9947173e-21,2.454094e-18,1.7540046e-08,7.2650205e-11,0.0003083122,1.5691486e-12,3.711453e-18,5.647617e-20,1.456435e-13,5.8795106e-15,5.938331e-11,3.6988226e-15,2.9577295e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\24.jpg,6,海星,6,海星,24,螺类,30,鳗鱼,14,珊瑚,17,章鱼,True,5.046949e-12,4.4276685e-08,3.898183e-18,2.6061096e-09,3.5676743e-11,3.068319e-12,0.99943966,4.59765e-19,9.213785e-09,2.5888244e-20,1.0126545e-12,3.9837345e-11,4.0428397e-13,5.749369e-12,3.755992e-07,8.7418996e-11,2.022896e-13,1.1039016e-07,1.0590539e-10,1.7856888e-14,2.972719e-24,1.1802613e-18,3.5441225e-13,4.5712245e-08,0.00055899605,7.3236534e-13,7.540645e-19,4.3222305e-16,5.7650638e-11,1.5026087e-10,7.301248e-07,7.29145e-11,3.3122915e-14
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\25.jpg,6,海星,6,海星,28,鲳鱼,25,金鱼,17,章鱼,8,海洋生物海马,True,1.4395746e-10,1.6460837e-12,1.3757632e-20,7.945993e-11,1.3427885e-10,1.2091926e-14,0.9999995,3.3926324e-16,1.9269149e-10,7.153814e-18,1.3492208e-12,4.6157544e-12,5.0696075e-12,2.6742204e-14,2.6491238e-12,2.9671708e-13,1.163911e-16,5.1543076e-08,1.2166803e-12,6.336843e-13,4.9883214e-18,1.0489293e-17,1.2419783e-10,1.2317515e-10,1.0721373e-11,1.1919121e-07,1.4997234e-11,1.6708226e-16,3.553536e-07,5.934158e-11,4.1461407e-11,6.5893163e-12,1.5211638e-14
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\26.jpg,6,海星,6,海星,19,蓝吊鱼,31,黄尾副刺尾鱼,8,海洋生物海马,15,石头鱼,True,3.871215e-09,5.6903293e-18,1.3445321e-25,4.1307058e-10,3.044069e-12,3.0484875e-18,0.99916124,8.459117e-18,1.18391075e-08,2.0961323e-14,4.160441e-15,2.6703583e-14,9.48986e-10,1.571281e-11,4.2453242e-11,9.972722e-09,2.8902633e-16,3.5507328e-09,1.3492421e-12,0.0008379296,2.31792e-18,7.6873534e-17,4.870236e-13,3.3319193e-15,1.593776e-16,2.5207704e-11,1.4105206e-17,1.4646072e-17,3.731945e-14,6.105244e-13,1.8341495e-11,8.107705e-07,6.592534e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\27.jpg,6,海星,6,海星,24,螺类,8,海洋生物海马,22,虾,23,螃蟹,True,2.6419782e-08,9.486414e-10,7.9708946e-20,1.0441418e-11,1.0235253e-13,2.5168634e-14,0.99999356,2.736221e-15,1.5157391e-06,1.5432883e-15,3.6520503e-16,1.0438976e-09,5.8582045e-10,3.9331917e-14,7.242645e-13,1.9473527e-11,4.4466186e-13,1.485573e-08,3.652054e-14,2.747444e-11,6.980598e-17,1.3931647e-16,2.3778964e-07,8.635247e-08,4.456356e-06,4.0748707e-09,3.5519254e-11,5.2149105e-13,6.374279e-08,1.15322994e-10,1.8245522e-08,2.0851628e-12,1.4414822e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\28.jpg,6,海星,6,海星,24,螺类,0,墨鱼,22,虾,16,石斑鱼,True,2.0594074e-08,3.5721287e-11,2.851984e-25,2.0622184e-15,3.0854667e-13,4.0380567e-16,0.9996917,5.5747127e-20,1.7704496e-13,3.3920853e-13,1.1274269e-16,5.443312e-12,4.946926e-16,1.2762686e-12,1.9247524e-15,8.0319825e-16,1.14894365e-10,2.061007e-15,1.0599536e-21,1.1459473e-14,4.9947173e-21,2.454094e-18,1.7540046e-08,7.2650205e-11,0.0003083122,1.5691486e-12,3.711453e-18,5.647617e-20,1.456435e-13,5.8795106e-15,5.938331e-11,3.6988226e-15,2.9577295e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\3.jpg,6,海星,6,海星,30,鳗鱼,28,鲳鱼,24,螺类,29,鳄鱼,True,2.2469183e-13,1.9821789e-14,3.8708227e-20,2.9442645e-14,9.585913e-17,4.555491e-17,0.99999976,5.76607e-23,1.5657927e-12,4.464949e-22,3.669377e-15,5.8596064e-13,1.2112993e-12,5.7510358e-11,3.1221546e-14,1.3212738e-12,7.3582223e-16,7.309558e-12,1.022834e-11,8.1189734e-15,8.1994824e-25,7.609261e-21,6.0648746e-13,4.3514057e-11,2.7262558e-08,4.452927e-13,3.316925e-17,6.841182e-14,1.1523637e-07,2.9960217e-09,1.4370218e-07,8.1134975e-14,7.01075e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\4.jpg,6,海星,6,海星,8,海洋生物海马,17,章鱼,14,珊瑚,1,寄居蟹,True,1.3730865e-10,1.1472195e-06,4.0291142e-16,6.7666845e-09,1.0493634e-07,5.0818398e-11,0.9966106,7.154691e-14,0.0028839794,1.041626e-15,1.0453638e-11,8.1582535e-10,3.788246e-08,3.6356463e-11,1.8100793e-05,7.788838e-09,4.1460983e-13,0.00048568976,3.4291345e-10,1.7577692e-10,2.4334726e-17,1.357519e-14,6.7532134e-12,7.0351347e-10,2.0944448e-07,7.72752e-08,3.761948e-13,4.5749486e-15,1.2372507e-09,9.2499625e-10,1.845433e-09,3.658843e-09,1.0246079e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\5.jpg,6,海星,6,海星,24,螺类,14,珊瑚,17,章鱼,30,鳗鱼,True,2.2607219e-06,2.074936e-05,2.031024e-11,1.4340086e-11,5.733788e-05,6.3203187e-10,0.9975026,2.7710815e-11,6.8418154e-07,2.752133e-16,8.487288e-06,7.8935886e-07,2.0630859e-08,8.362425e-12,0.00044680922,1.2028878e-05,6.1423745e-13,0.0004018511,3.814377e-08,1.6637022e-10,6.927683e-16,6.8131475e-14,7.600201e-05,1.610801e-07,0.0013378862,1.8174047e-09,8.905034e-08,8.486498e-13,6.991128e-06,1.3750314e-06,0.00012389802,1.0817707e-09,9.238677e-14
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\6.jpg,6,海星,6,海星,24,螺类,22,虾,0,墨鱼,8,海洋生物海马,True,6.397785e-10,4.2002335e-12,9.319493e-24,9.474918e-14,3.568142e-15,6.9972776e-17,0.9999999,3.4535558e-19,1.9445563e-10,1.971253e-14,1.1569829e-17,1.1033216e-12,6.4750923e-13,3.326415e-14,1.3438771e-15,1.6092204e-15,1.7857795e-11,1.2356586e-13,1.0559752e-18,3.9799392e-13,2.7085153e-19,2.0031244e-18,1.1768899e-09,1.1379552e-10,1.0145861e-07,5.3915327e-11,1.7317058e-14,1.0660699e-17,1.3427371e-11,4.0738294e-14,3.3248154e-11,1.2412871e-14,1.2304968e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\7.jpg,6,海星,17,章鱼,18,红尾鲶鱼,8,海洋生物海马,29,鳄鱼,3,小丑鱼,False,3.3442554e-11,3.4175364e-13,5.677286e-09,0.0002611639,5.175432e-13,2.0011258e-10,1.1268235e-06,2.7461792e-12,0.005568635,5.048722e-20,8.778398e-07,9.515831e-16,1.383555e-08,3.5274982e-07,6.514935e-05,4.624651e-07,9.31227e-09,0.6418428,0.35115507,1.7231983e-05,2.2841357e-19,8.265983e-12,1.3060593e-15,3.3352304e-10,4.5950767e-11,2.1366942e-10,1.1228757e-12,1.686157e-08,8.1143554e-07,0.0010521086,5.5992285e-07,3.3623885e-05,4.8443855e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\8.jpg,6,海星,6,海星,3,小丑鱼,8,海洋生物海马,19,蓝吊鱼,17,章鱼,True,7.212496e-09,1.0095425e-12,3.4458217e-19,8.3646395e-05,7.643817e-10,1.6087397e-12,0.9999056,4.968628e-13,1.0628849e-05,3.9887555e-11,2.7339653e-16,2.0176878e-09,2.6516567e-11,2.4157404e-13,8.7188167e-13,3.658595e-13,1.6362374e-13,5.2909975e-08,1.7774598e-14,5.6737488e-08,1.1911853e-11,1.7602352e-12,2.0837093e-10,4.270113e-11,2.2424654e-08,1.4494028e-08,1.0609828e-11,3.7243676e-14,1.3977287e-09,8.541019e-13,2.8303537e-09,1.1684526e-08,9.519413e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海星\9.jpg,6,海星,6,海星,24,螺类,30,鳗鱼,29,鳄鱼,23,螃蟹,True,1.0197189e-09,1.1031144e-07,8.001082e-19,4.257464e-15,1.291472e-09,2.7125676e-13,0.99950075,1.2297674e-16,5.766634e-12,8.052285e-17,1.0180826e-09,8.134256e-09,6.2153884e-12,3.004862e-11,1.4604062e-10,1.2751605e-09,4.106071e-11,5.430757e-10,3.7610887e-13,2.4320216e-13,3.502644e-21,3.5192862e-17,2.1667355e-09,1.1963499e-07,0.00046194543,5.666885e-13,1.09367e-15,2.0013868e-15,4.2788898e-08,1.5063414e-07,3.68879e-05,2.0801715e-12,3.0593082e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\0.jpg,7,海洋生物大白鲨,11,海豹,7,海洋生物大白鲨,4,水母,21,虎鲸,25,金鱼,True,0.002109282,3.5864734e-05,1.922647e-05,8.203484e-05,0.04195784,0.0003210021,4.143257e-05,0.07494482,8.14539e-07,8.157645e-06,2.6521402e-10,0.8199238,8.8531783e-07,2.514954e-07,1.3543587e-06,4.3129916e-07,2.5593943e-09,0.0010244948,5.122554e-06,0.00026028906,4.655002e-06,0.032286327,5.03028e-05,5.1928297e-09,0.009513768,0.016240971,4.231225e-05,6.95754e-09,0.00010140805,2.6141136e-09,1.3593301e-06,0.0010216711,1.3055138e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\1.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,2,射水鱼,4,水母,11,海豹,28,鲳鱼,True,1.7665326e-06,4.2009833e-07,0.001146569,8.2240757e-07,0.0010706652,0.00012639043,1.8126947e-08,0.99592894,1.8197278e-07,5.0086064e-06,7.440791e-12,0.00061825564,1.1747791e-07,6.3073776e-06,6.9734876e-09,2.2728925e-07,1.1114112e-09,1.7041349e-06,9.946223e-06,3.8841375e-05,4.2264932e-07,3.9333307e-07,3.3604713e-06,8.533844e-07,1.1774114e-09,5.1642983e-05,2.270813e-05,0.00028771142,0.00044249237,9.196375e-08,0.00019151153,4.2672338e-05,2.5176722e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\10.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,27,鲟鱼,9,海洋生物鲸鲨,18,红尾鲶鱼,20,蓝鲸,True,4.5102384e-09,4.1017276e-12,6.802451e-08,1.4919842e-09,1.0069425e-05,8.684402e-08,2.3086932e-09,0.9992118,4.543047e-09,0.00015103914,2.1905117e-11,1.9325403e-06,4.5172096e-06,2.328185e-06,5.338608e-06,2.9339347e-08,6.8251296e-08,2.611963e-06,5.987885e-05,1.7015117e-06,3.4546883e-05,8.291683e-07,7.2691204e-09,2.3823713e-08,2.745282e-10,2.8236008e-07,9.78497e-10,0.00051087065,1.5915445e-09,1.76327e-08,6.234725e-08,1.925346e-06,7.302249e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\11.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,30,鳗鱼,32,龙虾,27,鲟鱼,23,螃蟹,True,3.6008677e-07,4.235989e-11,2.2527723e-07,6.323563e-06,1.2696927e-08,1.8801169e-08,4.420494e-06,0.9415637,2.228187e-06,6.021078e-07,1.370726e-10,7.581772e-08,1.5733604e-09,8.9360574e-10,2.5715692e-09,1.5641596e-07,0.00028154542,1.5738942e-06,4.7613593e-08,3.2316653e-05,2.4245224e-07,4.410916e-05,3.9791184e-06,0.00040019563,8.611868e-05,3.2442966e-08,1.946914e-05,0.0009011167,3.0337588e-07,7.8923074e-07,0.053765345,4.0799128e-07,0.0028842664
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\12.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,31,黄尾副刺尾鱼,11,海豹,30,鳗鱼,5,河豚,True,5.162857e-07,9.649895e-07,1.0189604e-05,1.1463451e-07,6.354764e-06,0.0009452295,4.4233475e-09,0.9884184,3.5391787e-10,4.205413e-06,1.3657715e-10,0.0026032578,2.4430896e-08,1.890137e-07,4.9751936e-08,8.7530674e-07,1.4369624e-06,2.4068033e-06,2.4497447e-07,7.605482e-06,5.306526e-10,6.6973225e-05,0.00069844973,0.00014903408,1.0320905e-06,5.3441563e-05,7.2830424e-08,1.2125597e-06,1.0667854e-05,0.00015406906,0.0011446214,0.005718219,2.346318e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\13.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,14,珊瑚,4,水母,5,河豚,17,章鱼,True,0.0005965531,7.8592436e-08,4.6184425e-05,3.3683442e-08,0.02286245,0.015688514,5.279275e-08,0.6660898,5.855831e-08,1.3816954e-05,1.5214988e-06,9.450328e-05,6.6575754e-05,1.1320689e-05,0.29255876,2.8789662e-08,5.372885e-08,0.0017643225,2.4091338e-05,4.6331988e-07,4.1244004e-08,1.4220153e-07,2.472852e-05,2.3216717e-09,1.1290247e-06,0.00014304927,1.0412019e-06,3.7228533e-06,1.582869e-08,6.7465633e-09,6.1581334e-10,6.9319367e-06,3.901097e-13
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\14.jpg,7,海洋生物大白鲨,20,蓝鲸,7,海洋生物大白鲨,19,蓝吊鱼,4,水母,9,海洋生物鲸鲨,True,8.700209e-06,2.9731844e-12,1.5830873e-12,1.1638209e-08,0.0010896196,1.1575683e-09,7.1613755e-08,0.00803677,3.1229527e-07,0.00012498222,1.1913428e-08,9.799045e-07,6.30342e-07,2.4766762e-06,2.7934325e-06,4.4987033e-07,7.3914608e-09,9.3080274e-07,2.3088508e-06,0.002204938,0.9884006,8.6321046e-07,2.3650466e-06,2.4189184e-10,6.553838e-07,4.3341618e-07,1.01835465e-08,2.1143403e-08,2.2643746e-08,1.2030495e-07,1.2673991e-08,0.000118884825,1.7136088e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\15.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,4,水母,5,河豚,26,鲈鱼,14,珊瑚,True,0.0004934353,8.921042e-08,1.25586885e-05,1.359669e-10,0.031449974,0.022967776,1.2717205e-08,0.94151294,1.4358063e-10,0.00063693617,1.9449088e-05,0.00018109338,5.9443813e-05,2.6957716e-07,0.00083530595,7.056977e-08,4.82189e-06,1.04013054e-07,0.00023584119,2.121244e-06,8.118994e-09,4.1638344e-08,9.3255385e-06,9.840642e-08,1.05065645e-07,1.7927252e-05,0.0013155213,0.00012948878,7.760114e-06,0.00010740975,2.5049939e-08,9.791327e-08,1.2234973e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\16.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,14,珊瑚,18,红尾鲶鱼,17,章鱼,0,墨鱼,True,0.00011625881,3.7808567e-10,2.4169904e-06,5.8565028e-12,1.2886164e-06,1.0137173e-07,4.971703e-09,0.99859685,2.074371e-11,4.9457718e-08,3.8394152e-10,1.8941307e-06,2.539855e-07,1.0197421e-08,0.0006662803,8.389018e-07,8.2376806e-07,0.00018145824,0.00040835908,7.3975936e-09,5.3442434e-10,2.1826661e-05,6.3824546e-09,7.667115e-09,6.4788597e-09,5.443567e-08,6.4497675e-07,2.59706e-07,1.3313949e-09,2.6333261e-08,5.4209178e-08,1.8415999e-07,5.1363794e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\17.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,28,鲳鱼,22,虾,11,海豹,26,鲈鱼,True,1.3063786e-06,2.225387e-08,9.126166e-08,9.599109e-10,1.5297589e-08,8.856993e-09,8.650914e-09,0.87226415,6.442361e-10,1.02967796e-07,1.178466e-15,0.000107102824,6.2426625e-10,2.1814115e-12,2.2824182e-12,9.6230454e-11,1.8308072e-09,5.03716e-08,2.9090053e-10,4.2888175e-08,6.465046e-07,1.0777372e-08,0.0003868724,1.7509443e-06,7.370417e-09,2.2655142e-06,7.866568e-05,2.0351522e-06,0.1271524,4.249032e-09,2.33767e-06,1.96474e-08,5.592768e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\18.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,2,射水鱼,5,河豚,31,黄尾副刺尾鱼,27,鲟鱼,True,2.6335116e-11,5.21973e-12,6.6147295e-05,4.8277057e-06,2.0172697e-06,5.8364876e-05,1.2775387e-11,0.99974173,1.1083055e-07,6.730497e-09,3.1494157e-13,1.5916379e-06,2.8449514e-09,1.6114112e-07,3.1935057e-10,1.6604894e-10,2.1724393e-09,1.5674108e-09,9.1264195e-07,2.11793e-05,3.8906756e-11,6.526409e-07,4.241492e-11,2.887037e-07,8.153709e-09,6.7141596e-06,1.791508e-09,2.8598533e-05,2.188785e-07,1.0586114e-08,1.7938333e-05,4.856403e-05,1.1331893e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\19.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,9,海洋生物鲸鲨,27,鲟鱼,14,珊瑚,17,章鱼,True,6.7702617e-09,2.8820306e-14,4.41165e-12,6.9406085e-11,2.9895136e-06,1.8441473e-07,3.2921924e-10,0.9980983,2.2577721e-08,0.000953936,4.9282392e-12,1.7294413e-07,1.3322463e-05,3.2421867e-05,0.0002892233,3.2777912e-08,2.95905e-06,5.7040907e-05,3.1940493e-07,2.5298164e-07,1.1073313e-05,1.0895432e-07,5.1881754e-10,2.6920586e-09,7.088109e-10,4.3286903e-08,1.3359262e-12,0.00053345173,3.1641036e-13,7.028182e-08,2.869313e-09,4.0212117e-06,1.5496718e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\2.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,14,珊瑚,18,红尾鲶鱼,17,章鱼,0,墨鱼,True,0.00011625881,3.7808567e-10,2.4169904e-06,5.8565028e-12,1.2886164e-06,1.0137173e-07,4.971703e-09,0.99859685,2.074371e-11,4.9457718e-08,3.8394152e-10,1.8941307e-06,2.539855e-07,1.0197421e-08,0.0006662803,8.389018e-07,8.2376806e-07,0.00018145824,0.00040835908,7.3975936e-09,5.3442434e-10,2.1826661e-05,6.3824546e-09,7.667115e-09,6.4788597e-09,5.443567e-08,6.4497675e-07,2.59706e-07,1.3313949e-09,2.6333261e-08,5.4209178e-08,1.8415999e-07,5.1363794e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\20.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,11,海豹,30,鳗鱼,27,鲟鱼,25,金鱼,True,6.4862223e-07,1.560587e-08,4.760169e-06,1.1795016e-06,0.00012995061,0.0003179532,1.2382047e-06,0.58829904,1.4695928e-06,0.0037584873,1.6680299e-09,0.23230259,0.0005796665,7.2067596e-05,2.318765e-09,6.085202e-06,0.0024001135,9.802214e-08,4.812784e-05,0.0003608483,0.0004538526,0.008658906,6.546984e-05,3.3889282e-06,0.00013847796,0.019056823,9.972547e-05,0.025694529,2.9769928e-05,0.002003185,0.10127727,0.0142285945,5.6029203e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\21.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,30,鳗鱼,5,河豚,11,海豹,28,鲳鱼,True,9.365901e-09,3.140809e-07,3.5314497e-06,1.9538604e-09,3.3401545e-07,0.0020242622,6.105858e-07,0.9911685,1.1752775e-09,8.205656e-09,1.5621641e-11,0.0019654138,3.4277355e-07,4.4981188e-10,3.6472225e-09,1.2523515e-07,1.6590565e-07,3.3693887e-06,3.067479e-05,3.7694843e-09,1.7362711e-10,8.587358e-07,2.1940382e-08,1.0991713e-05,1.638318e-07,3.4692656e-07,1.8399695e-06,1.6437063e-05,4.50778e-05,8.9340865e-06,0.004717475,2.770887e-07,4.814058e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\海洋生物大白鲨\22.jpg,7,海洋生物大白鲨,7,海洋生物大白鲨,22,虾,17,章鱼,28,鲳鱼,0,墨鱼,True,3.0305765e-07,1.2779502e-12,1.2369863e-08,9.389196e-09,7.4937986e-11,1.06101815e-10,4.352458e-11,0.9999269,2.5642882e-10,4.689157e-12,1.1996493e-11,4.4115844e-10,4.5464625e-13,1.1107677e-13,6.709817e-11,4.6892464e-12,2.5292077e-10,8.719395e-07,3.2934497e-12,1.605678e-08,6.9968054e-10,1.9526206e-10,7.079313e-05,1.973042e-07,4.1294204e-09,4.145668e-10,2.0640766e-08,1.7153705e-10,7.7433003e-07,2.4488672e-11,3.021542e-08,2.3412908e-10,1.4069974e-09
